Freelancer_ID,Job_Category,Platform,Experience_Level,Client_Region,Payment_Method,Job_Completed,Earnings_USD,Hourly_Rate,Job_Success_Rate,Client_Rating,Job_Duration_Days,Project_Type,Rehire_Rate,Marketing_Spend,earnings_per_job,earnings_per_day,marketing_efficiency,experience_score,client_trust_index,cluster,pca_1,pca_2,segment_name
31,Data Entry,PeoplePerHour,Intermediate,Europe,Crypto,67,3043.0,95.34,80.38,3.37,7,Hourly,75.7,469,45.417910447761194,434.7142857142857,6.474468085106383,2,74.49333333333334,3,1.4313976638988186,-0.7076726142776176,Trusted Steady Performers
32,Content Writing,Toptal,Expert,UK,PayPal,33,9328.0,24.68,58.53,4.61,62,Fixed,22.68,481,282.6666666666667,150.4516129032258,19.352697095435683,3,57.80333333333334,2,-1.0186951694337487,1.5186089789683945,Premium Specialists
33,Data Entry,Toptal,Expert,Canada,PayPal,279,821.0,72.62,53.25,3.92,57,Fixed,53.59,167,2.942652329749104,14.403508771929825,4.886904761904762,3,61.74666666666667,1,-0.9514284087709667,-1.552616347415503,Balanced Mid-Tier Freelancers
34,Web Development,PeoplePerHour,Expert,Canada,Mobile Banking,289,7421.0,75.53,97.44,3.97,76,Hourly,25.59,283,25.67820069204152,97.64473684210526,26.130281690140844,3,67.47666666666667,3,0.06598024867256887,-0.6906564520736739,Trusted Steady Performers
35,App Development,Fiverr,Expert,Australia,Mobile Banking,74,9911.0,52.32,98.28,3.27,5,Fixed,31.51,493,133.93243243243242,1982.2,20.062753036437247,3,65.06333333333333,2,0.14708328368140597,0.8420667622849016,Premium Specialists
36,Customer Support,Upwork,Expert,Australia,Mobile Banking,283,5763.0,90.28,90.42,3.16,76,Fixed,48.25,35,20.363957597173144,75.82894736842105,160.08333333333334,3,67.29,3,-0.04242860791685532,-0.07016136789061286,Trusted Steady Performers
37,App Development,Freelancer,Intermediate,Canada,Bank Transfer,235,8217.0,96.81,65.23,4.46,35,Hourly,39.2,311,34.96595744680851,234.77142857142857,26.33653846153846,2,64.54333333333334,1,-0.30032254917653745,-0.370058184948015,Balanced Mid-Tier Freelancers
38,App Development,Toptal,Beginner,Canada,Bank Transfer,259,1606.0,39.41,54.88,3.99,84,Hourly,21.22,174,6.2007722007722,19.11904761904762,9.177142857142858,1,51.96666666666667,1,-2.5400445993865746,-1.1303215822351964,Balanced Mid-Tier Freelancers
39,Graphic Design,Freelancer,Beginner,USA,Mobile Banking,176,1201.0,66.85,84.21,3.87,37,Fixed,21.97,198,6.823863636363637,32.45945945945946,6.035175879396985,1,61.193333333333335,1,-0.8866728172595958,-0.8243831316849839,Balanced Mid-Tier Freelancers
40,Customer Support,Upwork,Expert,Asia,Bank Transfer,184,5364.0,67.91,72.01,4.46,60,Fixed,39.27,115,29.152173913043477,89.4,46.241379310344826,3,66.82666666666667,3,-0.01910092731756885,-0.082672994185755,Trusted Steady Performers
41,Digital Marketing,Toptal,Expert,USA,Crypto,268,1267.0,43.35,56.1,4.53,65,Hourly,63.01,423,4.727611940298507,19.49230769230769,2.9882075471698113,3,69.90333333333334,3,0.2959307006679006,-2.0746969219267872,Trusted Steady Performers
42,Customer Support,Freelancer,Beginner,Asia,Mobile Banking,187,3994.0,35.1,74.76,3.32,16,Fixed,72.86,314,21.358288770053477,249.625,12.679365079365079,1,71.33999999999999,3,0.6693311094132327,-0.9074631136445747,Trusted Steady Performers
43,Content Writing,Upwork,Intermediate,Europe,Mobile Banking,209,8089.0,93.71,51.72,4.22,30,Hourly,15.89,426,38.70334928229665,269.6333333333333,18.943793911007027,2,50.669999999999995,1,-2.373109531741009,-0.27449669763112555,Balanced Mid-Tier Freelancers
44,Graphic Design,Freelancer,Expert,Australia,Bank Transfer,253,2092.0,80.05,95.47,3.27,73,Hourly,37.52,219,8.268774703557312,28.65753424657534,9.50909090909091,3,66.13000000000001,1,-0.16932198754403247,-1.2413041349795206,Balanced Mid-Tier Freelancers
45,Digital Marketing,Fiverr,Intermediate,Australia,PayPal,217,6353.0,15.87,62.94,4.5,42,Hourly,17.02,378,29.276497695852534,151.26190476190476,16.76253298153034,2,56.653333333333336,1,-1.6095815682382384,-0.5316734931658111,Balanced Mid-Tier Freelancers
46,Content Writing,Upwork,Beginner,Canada,Mobile Banking,163,8947.0,16.39,83.13,4.31,61,Fixed,11.16,65,54.88957055214724,146.672131147541,135.56060606060606,1,60.16333333333333,1,-1.0777720935174078,1.2019433858518227,Balanced Mid-Tier Freelancers
47,Content Writing,Freelancer,Beginner,Canada,Bank Transfer,104,2719.0,92.64,65.59,4.91,74,Fixed,56.32,264,26.14423076923077,36.74324324324324,10.260377358490565,1,73.37,3,0.9945552484993931,-0.6402155805654334,Trusted Steady Performers
48,Web Development,Fiverr,Expert,Europe,Bank Transfer,116,2163.0,12.73,76.0,3.14,77,Fixed,52.17,133,18.646551724137932,28.09090909090909,16.14179104477612,3,63.65666666666667,1,-0.5577499550846367,-0.3061384585427408,Balanced Mid-Tier Freelancers
49,Graphic Design,Fiverr,Intermediate,Middle East,PayPal,170,3027.0,70.4,77.34,3.11,48,Hourly,21.41,118,17.805882352941175,63.0625,25.436974789915965,2,53.650000000000006,1,-2.0150400428567767,-0.19796027523623916,Balanced Mid-Tier Freelancers
50,Content Writing,Upwork,Expert,Middle East,Mobile Banking,40,4428.0,26.54,59.24,3.56,62,Fixed,26.37,121,110.7,71.41935483870968,36.295081967213115,3,52.27,1,-2.1087842100554246,1.0174298443303313,Balanced Mid-Tier Freelancers
51,SEO,PeoplePerHour,Beginner,Middle East,PayPal,116,7277.0,8.34,98.48,3.52,84,Hourly,11.66,320,62.73275862068966,86.63095238095238,22.669781931464176,1,60.18,1,-0.9908381184942215,0.39921545135746067,Balanced Mid-Tier Freelancers
52,App Development,Toptal,Intermediate,Australia,Crypto,91,6311.0,10.67,88.76,3.49,64,Fixed,68.45,386,69.35164835164835,98.609375,16.30749354005168,2,75.67,3,1.4270512163929976,-0.08734478165248652,Trusted Steady Performers
53,Content Writing,Upwork,Expert,USA,PayPal,187,472.0,40.48,96.97,4.81,57,Hourly,78.23,457,2.5240641711229945,8.280701754385966,1.0305676855895196,3,90.46666666666668,3,3.5728701981844284,-2.047985097365203,Trusted Steady Performers
54,Digital Marketing,Fiverr,Expert,Middle East,PayPal,89,8772.0,12.37,94.74,3.5,68,Hourly,19.48,420,98.56179775280899,129.0,20.836104513064132,3,61.406666666666666,1,-0.6415508113419629,0.649245017388021,Balanced Mid-Tier Freelancers
55,Web Development,Fiverr,Expert,UK,Bank Transfer,273,140.0,61.68,79.89,3.54,46,Fixed,26.2,382,0.5128205128205128,3.0434782608695654,0.36553524804177545,3,58.96333333333333,1,-1.2766977296236846,-1.8818722039547495,Balanced Mid-Tier Freelancers
56,Data Entry,Upwork,Beginner,Europe,PayPal,169,3422.0,66.49,96.09,4.52,28,Hourly,70.79,491,20.24852071005917,122.21428571428571,6.955284552845528,1,85.76,3,2.9567620423778873,-1.4399607487673463,Trusted Steady Performers
57,App Development,PeoplePerHour,Expert,Middle East,Crypto,94,6086.0,40.48,54.42,3.9,77,Fixed,74.85,86,64.74468085106383,79.03896103896103,69.95402298850574,3,69.09,3,0.3318019160378331,0.5832063266196926,Trusted Steady Performers
58,Web Development,Toptal,Intermediate,UK,Bank Transfer,242,1992.0,75.57,59.8,4.55,3,Fixed,39.37,288,8.231404958677686,664.0,6.892733564013841,2,63.38999999999999,1,-0.5473115628891064,-1.3370801746324,Balanced Mid-Tier Freelancers
59,Data Entry,Freelancer,Expert,Middle East,Crypto,26,3855.0,51.55,52.26,3.13,37,Fixed,13.54,136,148.26923076923077,104.1891891891892,28.138686131386862,3,42.800000000000004,1,-3.4362690027879728,1.2527382634039845,Balanced Mid-Tier Freelancers
60,Graphic Design,Upwork,Beginner,USA,PayPal,171,9482.0,45.87,66.27,3.98,48,Fixed,12.76,52,55.45029239766082,197.54166666666666,178.9056603773585,1,52.876666666666665,1,-2.1656676365150984,1.4479889624557398,Balanced Mid-Tier Freelancers
61,Graphic Design,Toptal,Expert,USA,Crypto,219,147.0,43.66,69.43,3.07,19,Fixed,50.18,204,0.6712328767123288,7.7368421052631575,0.7170731707317073,3,60.33666666666667,1,-1.0477625537523085,-1.303590907839804,Balanced Mid-Tier Freelancers
62,Content Writing,Toptal,Beginner,Middle East,Crypto,62,1529.0,45.96,63.57,3.13,83,Hourly,37.5,347,24.661290322580644,18.42168674698795,4.39367816091954,1,54.55666666666667,1,-1.8877831253931208,-0.46238725808288417,Balanced Mid-Tier Freelancers
63,SEO,Fiverr,Beginner,UK,PayPal,34,4676.0,96.95,91.44,4.81,17,Fixed,12.01,50,137.52941176470588,275.05882352941177,91.68627450980392,1,66.55,2,0.2410784517400782,1.4238062847121769,Premium Specialists
64,Graphic Design,Freelancer,Intermediate,Europe,PayPal,110,5197.0,69.73,67.84,3.28,82,Hourly,50.83,326,47.24545454545454,63.3780487804878,15.892966360856269,2,61.423333333333325,1,-0.7794178130738008,-0.1655839635418608,Balanced Mid-Tier Freelancers
65,Customer Support,Upwork,Intermediate,UK,Bank Transfer,171,3697.0,34.94,64.05,4.06,82,Fixed,10.79,409,21.619883040935672,45.08536585365854,9.017073170731708,2,52.01333333333333,1,-2.333477221569335,-0.7429593039715637,Balanced Mid-Tier Freelancers
66,Content Writing,Fiverr,Expert,Europe,Bank Transfer,158,5493.0,74.72,77.13,3.82,87,Hourly,65.12,399,34.765822784810126,63.13793103448276,13.7325,3,72.88333333333334,3,0.9568269631086977,-0.7489311473163806,Trusted Steady Performers
67,App Development,Fiverr,Beginner,Middle East,Mobile Banking,11,129.0,36.38,57.05,3.69,40,Hourly,31.45,39,11.727272727272727,3.225,3.225,1,54.099999999999994,1,-1.9385037787432875,0.23665015245368956,Balanced Mid-Tier Freelancers
68,Web Development,PeoplePerHour,Beginner,Europe,Bank Transfer,201,5627.0,16.94,90.11,4.8,50,Fixed,12.82,249,27.99502487562189,112.54,22.508,1,66.31,1,-0.14861149369701665,-0.3384472671354029,Balanced Mid-Tier Freelancers
69,Graphic Design,Toptal,Intermediate,Canada,PayPal,50,2273.0,50.16,53.73,3.04,73,Hourly,51.18,217,45.46,31.136986301369863,10.426605504587156,2,55.23666666666667,1,-1.7452611071162727,0.006896451405348243,Balanced Mid-Tier Freelancers
70,Customer Support,Upwork,Intermediate,Australia,Crypto,22,2619.0,76.35,99.34,4.33,29,Fixed,37.84,178,119.04545454545455,90.3103448275862,14.631284916201118,2,74.59333333333333,3,1.466672935579794,0.4843482336035148,Trusted Steady Performers
71,Web Development,Upwork,Expert,Asia,Crypto,157,4568.0,40.88,88.61,4.93,51,Fixed,78.17,38,29.095541401273884,89.56862745098039,117.12820512820512,3,88.46,3,3.2549238157897893,-0.004703746259083583,Trusted Steady Performers
72,Web Development,Upwork,Beginner,Australia,Bank Transfer,268,1173.0,87.57,59.94,4.12,42,Fixed,48.09,182,4.376865671641791,27.928571428571427,6.409836065573771,1,63.47666666666667,1,-0.6651057653626781,-1.4598858331496039,Balanced Mid-Tier Freelancers
73,SEO,Fiverr,Intermediate,USA,Bank Transfer,78,2673.0,41.76,50.28,4.87,29,Hourly,29.27,223,34.26923076923077,92.17241379310344,11.933035714285714,2,58.98333333333334,1,-1.1530962357386063,-0.0918056641206069,Balanced Mid-Tier Freelancers
74,Graphic Design,PeoplePerHour,Expert,Canada,PayPal,149,1453.0,38.23,90.77,3.1,66,Hourly,59.66,163,9.751677852348994,22.015151515151516,8.859756097560975,3,70.80999999999999,3,0.5688043487310454,-0.7723093650595253,Trusted Steady Performers
75,Web Development,Freelancer,Beginner,Australia,Crypto,106,2628.0,98.8151,85.34,3.84,17,Hourly,29.0,233,24.79245283018868,154.58823529411765,11.23076923076923,1,63.71333333333333,1,-0.32678529282427693,-0.2926568627464804,Balanced Mid-Tier Freelancers
76,SEO,Fiverr,Beginner,Middle East,Mobile Banking,125,381.0,50.83,86.45,3.52,31,Hourly,73.3,376,3.048,12.290322580645162,1.0106100795755968,1,76.71666666666665,3,1.5236682280269087,-1.3816254673806851,Trusted Steady Performers
77,SEO,Freelancer,Intermediate,Europe,Mobile Banking,180,7535.0,81.5,88.56,4.46,52,Fixed,36.23,192,41.861111111111114,144.90384615384616,39.04145077720207,2,71.33,3,0.7518356487420903,0.0942684225390715,Trusted Steady Performers
78,Graphic Design,PeoplePerHour,Expert,Europe,Bank Transfer,67,789.0,81.47,53.7,4.96,39,Fixed,48.49,495,11.776119402985074,20.23076923076923,1.590725806451613,3,67.13000000000001,3,0.1711470271489027,-1.138664167083725,Trusted Steady Performers
79,SEO,Toptal,Intermediate,UK,Mobile Banking,88,8283.0,93.01,67.92,3.51,60,Hourly,13.54,84,94.125,138.05,97.44705882352942,2,50.553333333333335,1,-2.3249115388335535,1.5465603836838993,Balanced Mid-Tier Freelancers
80,Graphic Design,Upwork,Expert,UK,PayPal,19,5030.0,13.07,55.79,4.31,51,Hourly,39.83,460,264.7368421052632,98.62745098039215,10.911062906724512,3,60.60666666666666,2,-0.6414646614541415,0.875685103536038,Premium Specialists
81,Customer Support,Freelancer,Beginner,Europe,Mobile Banking,138,3928.0,30.77,93.16,3.4,84,Fixed,68.27,242,28.463768115942027,46.76190476190476,16.16460905349794,1,76.47666666666667,3,1.398953858922163,-0.5571352560058214,Trusted Steady Performers
82,Graphic Design,Fiverr,Expert,Middle East,Bank Transfer,125,1999.0,77.94,81.16,4.13,16,Hourly,66.4,473,15.992,124.9375,4.217299578059071,3,76.72,3,1.6691818006509336,-1.2829372465812185,Trusted Steady Performers
83,Data Entry,Freelancer,Expert,Europe,PayPal,132,3510.0,58.45,66.54,3.93,14,Fixed,25.7,172,26.59090909090909,250.71428571428572,20.289017341040463,3,56.946666666666665,1,-1.4124880648444893,-0.06484729660717568,Balanced Mid-Tier Freelancers
84,Web Development,Toptal,Expert,UK,Crypto,292,2178.0,58.16,53.18,4.94,84,Hourly,25.83,392,7.458904109589041,25.928571428571427,5.541984732824427,3,59.27,1,-1.3487394371202575,-1.7904098070174448,Balanced Mid-Tier Freelancers
85,Customer Support,Upwork,Expert,Australia,PayPal,184,4547.0,20.79,65.55,4.22,42,Hourly,67.21,36,24.71195652173913,108.26190476190476,122.89189189189189,3,72.38666666666666,3,0.7354981763271954,0.06423764674177737,Trusted Steady Performers
86,Digital Marketing,Freelancer,Expert,USA,Bank Transfer,86,2204.0,31.71,66.26,3.7,51,Hourly,75.13,86,25.627906976744185,43.21568627450981,25.333333333333332,3,71.79666666666667,3,0.7467893305318449,-0.17084326438097314,Trusted Steady Performers
87,Graphic Design,Toptal,Intermediate,UK,Bank Transfer,17,5280.0,54.53,86.48,3.23,24,Fixed,16.68,128,310.5882352941176,220.0,40.93023255813954,2,55.92000000000001,2,-1.2334805424323854,2.0641635381008263,Premium Specialists
88,Web Development,Fiverr,Expert,Middle East,Mobile Banking,28,7494.0,31.33,81.88,3.3,82,Fixed,41.5,193,267.64285714285717,91.39024390243902,38.628865979381445,3,63.126666666666665,2,-0.26987885736938383,1.7980103338785989,Premium Specialists
89,App Development,PeoplePerHour,Expert,Australia,Mobile Banking,172,1287.0,24.98,94.36,3.45,43,Hourly,33.62,318,7.482558139534884,29.930232558139537,4.0344827586206895,3,65.66000000000001,1,-0.17756962429267578,-1.078964167964868,Balanced Mid-Tier Freelancers
90,SEO,Fiverr,Beginner,Australia,Crypto,274,8747.0,13.34,73.61,3.5,73,Hourly,70.95,42,31.923357664233578,119.82191780821918,203.41860465116278,1,71.52,3,0.45180007620600016,0.42621570779310314,Trusted Steady Performers
91,Content Writing,Upwork,Expert,Australia,Crypto,74,5290.0,19.79,55.98,4.7,19,Hourly,15.85,411,71.48648648648648,278.42105263157896,12.839805825242719,3,55.276666666666664,1,-1.5959440672566234,0.17575387506331822,Balanced Mid-Tier Freelancers
92,Graphic Design,Fiverr,Beginner,Canada,Bank Transfer,93,4865.0,78.04,85.66,4.12,84,Hourly,24.78,355,52.31182795698925,57.916666666666664,13.665730337078651,1,64.28,1,-0.30706331631157885,-0.10937064151728611,Balanced Mid-Tier Freelancers
93,SEO,Fiverr,Intermediate,Canada,Bank Transfer,193,9636.0,73.28,88.04,4.05,61,Hourly,62.67,158,49.92746113989637,157.9672131147541,60.60377358490566,2,77.23666666666668,3,1.6216260922728798,0.33031524547889507,Trusted Steady Performers
94,SEO,Fiverr,Intermediate,Asia,Bank Transfer,261,306.0,9.35,78.06,3.23,63,Hourly,13.59,104,1.1724137931034482,4.857142857142857,2.914285714285714,2,52.08333333333334,1,-2.4811657105097824,-1.0969763088311562,Balanced Mid-Tier Freelancers
95,SEO,Fiverr,Expert,Australia,Crypto,221,1770.0,24.31,88.55,4.72,26,Hourly,44.48,452,8.009049773755656,68.07692307692308,3.9072847682119205,3,75.80999999999999,3,1.3548725196141116,-1.7035964468768807,Trusted Steady Performers
96,SEO,Upwork,Intermediate,Middle East,Bank Transfer,36,7397.0,58.24,74.69,4.45,35,Hourly,40.95,228,205.47222222222223,211.34285714285716,32.301310043668124,2,68.21333333333332,2,0.5237410071460123,1.364529296761301,Premium Specialists
97,SEO,Toptal,Expert,Europe,Crypto,145,7126.0,35.65,76.14,3.14,67,Fixed,33.41,216,49.144827586206894,106.35820895522389,32.83870967741935,3,57.449999999999996,1,-1.3920009186725224,0.3574578886814678,Balanced Mid-Tier Freelancers
98,Graphic Design,Freelancer,Intermediate,Middle East,Bank Transfer,165,1121.0,83.21,71.38,4.42,56,Fixed,37.62,263,6.793939393939394,20.017857142857142,4.246212121212121,2,65.8,1,-0.1807386486699365,-1.0752561313369102,Balanced Mid-Tier Freelancers
99,App Development,PeoplePerHour,Expert,Canada,PayPal,36,1672.0,79.57,51.27,4.09,40,Fixed,47.1,417,46.44444444444444,41.8,4.0,3,60.056666666666665,1,-0.8555833977649382,-0.46476001639128617,Balanced Mid-Tier Freelancers
100,Digital Marketing,Freelancer,Expert,UK,PayPal,156,2116.0,89.7,55.39,3.16,29,Fixed,21.3,486,13.564102564102564,72.96551724137932,4.344969199178645,3,46.63,1,-2.9675411794970663,-1.024843184516189,Balanced Mid-Tier Freelancers
101,Data Entry,Freelancer,Beginner,Asia,Bank Transfer,264,9311.0,58.48,51.57,3.92,6,Hourly,50.04,48,35.26893939393939,1551.8333333333333,190.0204081632653,1,60.00333333333333,1,-1.1381491385088935,0.7149318730011408,Balanced Mid-Tier Freelancers
102,SEO,PeoplePerHour,Beginner,Canada,PayPal,220,8692.0,38.45,81.82,3.97,52,Fixed,66.38,351,39.50909090909091,167.15384615384616,24.693181818181817,1,75.86666666666666,3,1.34304150178881,-0.46726687713407505,Trusted Steady Performers
103,SEO,Upwork,Beginner,Europe,Crypto,283,947.0,62.58,65.72,3.33,1,Fixed,63.21,441,3.3462897526501765,947.0,2.1425339366515836,1,65.17666666666666,3,-0.32911818077770527,-2.1017391544570514,Trusted Steady Performers
104,Data Entry,PeoplePerHour,Beginner,USA,Mobile Banking,289,5225.0,13.47,75.43,4.89,52,Hourly,20.77,122,18.079584775086506,100.48076923076923,42.479674796747965,1,64.66666666666667,1,-0.557057918558478,-0.6077620030625924,Balanced Mid-Tier Freelancers
105,App Development,Upwork,Expert,Asia,PayPal,102,8323.0,6.2347,95.38,4.7,24,Fixed,20.45,458,81.59803921568627,346.7916666666667,18.132897603485837,3,69.94333333333333,2,0.6944885943437827,0.3001270743237152,Premium Specialists
106,Customer Support,Freelancer,Intermediate,Canada,Mobile Banking,34,8978.0,6.62,62.46,4.34,34,Fixed,28.77,302,264.05882352941177,264.05882352941177,29.63036303630363,2,59.343333333333334,2,-0.8319635847681194,1.7990470972257908,Premium Specialists
107,App Development,Upwork,Expert,Middle East,PayPal,94,4224.0,43.72,70.52,3.92,7,Fixed,35.28,24,44.93617021276596,603.4285714285714,168.96,3,61.400000000000006,1,-0.7375790685296993,0.9999910984353847,Balanced Mid-Tier Freelancers
